OrderDate,OrderNumber,CustomerKey,ProductKey,TerritoryKey,OrderQuantity,UnitPrice
2020-09-18,SO04557,925,16,5,2,328.01
2020-09-18,SO05168,273,20,3,1,2377.53
2020-09-18,SO05414,395,3,5,1,3540.4
2020-09-18,SO06836,17,18,6,1,196.46
2020-09-18,SO06944,372,9,3,1,25.67
2020-09-18,SO07903,756,12,6,4,54.3
2020-09-18,SO07960,448,11,7,2,62.88
2020-09-18,SO08229,303,4,5,1,802.18
2020-09-18,SO10113,642,13,9,1,58.61
2020-09-18,SO12684,991,17,8,2,242.72
2020-09-18,SO12763,221,18,4,2,196.89
2020-09-18,SO13789,311,5,8,1,2334.05
2020-09-19,SO02043,317,3,3,1,3613.17
2020-09-19,SO02963,697,5,4,1,2396.71
2020-09-19,SO03545,193,1,6,2,2353.88
2020-09-19,SO07155,785,11,4,3,63.15
2020-09-19,SO07901,609,14,3,3,68.79
2020-09-19,SO09715,54,5,10,1,2367.61
2020-09-19,SO11058,418,1,2,1,2367.55
2020-09-19,SO11567,249,15,4,5,1397.83
2020-09-20,SO00214,212,19,3,1,1064.23
2020-09-20,SO00221,433,20,2,2,2408.26
2020-09-20,SO02708,394,1,7,1,2451.83
2020-09-20,SO02855,462,7,9,2,35.3
2020-09-20,SO03101,38,18,3,1,202.44
2020-09-20,SO04998,78,6,5,1,748.89
2020-09-20,SO06024,885,16,10,4,344.24
2020-09-20,SO06901,342,3,3,4,3574.83
2020-09-20,SO06992,353,11,6,4,63.2
2020-09-20,SO07334,931,1,6,5,2356.83
2020-09-20,SO07574,270,20,9,1,2484.66
2020-09-20,SO07921,322,18,7,2,203.11
2020-09-20,SO07950,424,4,6,1,799.32
2020-09-20,SO08770,988,8,3,1,35.87
2020-09-20,SO09502,808,8,8,1,34.48
2020-09-20,SO12782,891,2,5,2,2265.95
2020-09-20,SO12916,926,3,10,4,3637.08
2020-09-20,SO13162,608,17,5,1,240.47
2020-09-20,SO13430,480,20,8,4,2392.28
2020-09-20,SO14212,213,5,8,2,2395.8
2020-09-20,SO14367,912,11,4,2,64.59
2020-09-21,SO00365,376,15,9,3,1401.51
2020-09-21,SO02893,328,20,9,4,2472.13
2020-09-21,SO03802,76,12,10,1,52.76
2020-09-21,SO04032,330,8,1,1,35.31
2020-09-21,SO05163,487,16,4,1,334.28
2020-09-21,SO08041,178,5,6,5,2365.57
2020-09-21,SO09893,319,17,9,1,230.26
2020-09-21,SO11227,617,2,10,2,2308.56
2020-09-21,SO11837,204,20,1,2,2497.71
2020-09-21,SO11897,694,8,2,1,35.37
2020-09-21,SO14768,545,8,10,2,36.03
2020-09-21,SO14965,776,15,6,3,1375.54
2020-09-22,SO02004,395,6,3,1,757.23
2020-09-22,SO04943,45,4,7,1,800.41
2020-09-22,SO06960,15,17,3,1,241.38
2020-09-22,SO09204,568,4,1,1,779.88
2020-09-22,SO09305,159,20,1,1,2400.71
2020-09-22,SO11365,758,8,4,1,35.13
2020-09-22,SO12778,335,3,8,1,3607.7
2020-09-22,SO12913,310,3,9,1,3574.76
2020-09-22,SO12981,284,4,3,1,794.23
2020-09-22,SO14074,1,16,7,2,342.81
2020-09-22,SO14276,975,10,6,2,31.79
2020-09-22,SO14451,978,14,6,1,70.14
2020-09-23,SO01706,867,7,1,1,34.1
2020-09-23,SO01954,189,13,5,1,60.12
2020-09-23,SO03778,126,6,4,4,760.93
2020-09-23,SO05728,868,5,4,1,2455.05
2020-09-23,SO07331,84,19,8,2,1110.36
2020-09-23,SO09198,277,19,4,1,1092.3
2020-09-23,SO10381,351,6,9,1,725.2
2020-09-23,SO10550,836,10,2,5,33.57
2020-09-23,SO11959,343,20,7,2,2449.34
2020-09-23,SO12626,484,1,7,4,2449.72
2020-09-23,SO14019,698,7,5,1,35.2
2020-09-23,SO14871,32,9,3,5,25.71
2020-09-24,SO01677,29,5,2,1,2364.66
2020-09-24,SO02383,419,16,2,2,339.3
2020-09-24,SO02393,448,3,5,1,3557.59
2020-09-24,SO03718,834,11,2,2,63.87
2020-09-24,SO04202,651,15,5,1,1327.89
2020-09-24,SO04555,376,4,10,2,782.95
2020-09-24,SO04822,502,4,8,1,780.61
2020-09-24,SO05354,354,9,10,1,24.99
2020-09-24,SO07229,224,19,9,3,1063.83
2020-09-24,SO07484,146,20,6,1,2407.76
2020-09-24,SO08522,162,10,7,3,32.24
2020-09-24,SO09113,542,15,7,1,1390.06
2020-09-24,SO09156,845,14,8,1,69.06
2020-09-24,SO09544,151,20,9,2,2446.23
2020-09-24,SO10374,817,11,4,1,64.44
2020-09-24,SO11310,126,13,1,2,60.7
2020-09-24,SO11710,263,3,10,3,3655.89
2020-09-24,SO11826,139,15,9,1,1334.21
2020-09-24,SO12959,198,8,5,3,34.51
2020-09-24,SO14340,486,5,7,2,2348.0
2020-09-25,SO04460,426,18,7,1,206.14
2020-09-25,SO04478,666,2,4,4,2388.85
2020-09-25,SO05038,736,18,10,1,202.04
2020-09-25,SO05468,313,19,9,3,1085.2
2020-09-25,SO06421,132,4,9,1,776.2
2020-09-25,SO08787,378,9,1,3,24.9
2020-09-25,SO09023,738,11,10,3,64.79
2020-09-25,SO11092,743,10,1,2,32.59
2020-09-25,SO11806,355,12,5,4,53.02
2020-09-25,SO12029,629,16,6,2,339.93
2020-09-25,SO12408,363,16,2,1,342.88
2020-09-25,SO13871,345,2,6,1,2317.72
2020-09-26,SO00790,622,13,2,1,58.98
2020-09-26,SO02144,131,2,9,1,2259.87
2020-09-26,SO02378,370,6,3,1,737.78
2020-09-26,SO04677,364,19,2,2,1059.56
2020-09-26,SO05011,186,12,5,2,53.9
2020-09-26,SO05425,929,9,6,4,25.01
2020-09-26,SO06561,580,19,7,1,1081.14
2020-09-26,SO06701,651,6,8,3,754.86
2020-09-26,SO07078,953,10,6,1,31.91
2020-09-26,SO07080,16,2,1,1,2268.4
2020-09-26,SO07145,486,15,1,2,1328.89
2020-09-26,SO09529,629,5,9,1,2397.01
2020-09-26,SO10674,74,15,1,3,1381.67
2020-09-26,SO12538,479,7,9,2,34.6
2020-09-26,SO13848,879,4,3,1,805.88
2020-09-27,SO01136,66,16,2,1,329.17
2020-09-27,SO02116,39,5,4,1,2355.71
2020-09-27,SO02696,249,10,7,1,33.27
2020-09-27,SO03373,177,15,2,1,1385.0
2020-09-27,SO04512,89,7,3,1,34.51
2020-09-27,SO07195,636,6,6,1,744.06
2020-09-27,SO07314,881,14,8,3,70.26
2020-09-27,SO09203,455,6,8,5,750.63
2020-09-27,SO09977,653,16,6,2,339.22
2020-09-27,SO10002,11,19,8,1,1081.13
2020-09-27,SO10163,363,13,9,2,58.67
2020-09-27,SO12815,603,6,10,5,747.16
2020-09-27,SO13898,59,11,5,1,65.38
2020-09-27,SO14123,169,5,10,4,2388.69
2020-09-28,SO02146,54,10,6,1,33.21
2020-09-28,SO03322,308,1,6,1,2339.99
2020-09-28,SO04409,570,17,4,2,237.04
2020-09-28,SO05950,792,12,3,3,53.47
2020-09-28,SO08796,53,2,3,1,2378.11
2020-09-28,SO08805,99,6,7,3,744.67
2020-09-28,SO09554,1000,4,10,2,788.51
2020-09-28,SO12419,492,8,3,2,35.43
2020-09-28,SO13760,121,12,1,2,52.66
2020-09-28,SO14209,539,7,2,1,33.99
2020-09-28,SO14370,575,1,10,1,2365.67
2020-09-28,SO14416,421,17,10,3,238.66
2020-09-29,SO00295,895,9,1,2,24.61
2020-09-29,SO01305,429,7,10,1,35.62
2020-09-29,SO02352,271,12,3,5,55.36
2020-09-29,SO03079,415,12,6,1,53.61
2020-09-29,SO03192,576,1,6,4,2353.58
2020-09-29,SO03681,552,18,4,1,197.29
2020-09-29,SO05304,384,3,7,2,3525.76
2020-09-29,SO07071,207,6,3,1,721.96
2020-09-29,SO08057,594,4,10,2,777.21
2020-09-29,SO09539,861,17,1,5,242.17
2020-09-29,SO11784,92,2,5,4,2322.49
2020-09-29,SO12289,682,12,1,2,52.71
2020-09-30,SO00331,62,4,6,1,799.4
2020-09-30,SO00983,221,13,8,1,60.7
2020-09-30,SO01653,857,7,2,1,35.21
2020-09-30,SO02817,246,11,3,3,65.16
2020-09-30,SO04024,66,1,10,1,2316.74
2020-09-30,SO04370,787,4,1,3,768.38
2020-09-30,SO04866,266,3,2,2,3471.02
2020-09-30,SO08018,726,3,6,4,3664.78
2020-09-30,SO10085,265,17,5,4,231.36
2020-09-30,SO11066,69,13,1,2,58.43
2020-09-30,SO12515,535,9,2,1,25.37
2020-09-30,SO14138,264,19,6,4,1091.77
2020-10-01,SO02569,121,2,3,1,2319.49
2020-10-01,SO03459,859,10,6,5,32.96
2020-10-01,SO06353,647,6,5,1,747.3
2020-10-01,SO06529,454,5,8,2,2380.28
2020-10-01,SO08902,118,19,4,1,1097.35
2020-10-01,SO10160,416,12,8,1,55.52
2020-10-01,SO10944,994,4,3,2,805.45
2020-10-01,SO12297,678,7,10,3,35.11
2020-10-01,SO14712,239,17,5,1,237.7
2020-10-02,SO00976,881,11,4,3,63.8
2020-10-02,SO02336,894,17,2,1,232.61
2020-10-02,SO04895,941,20,4,2,2463.06
2020-10-02,SO06577,861,4,4,1,799.85
2020-10-02,SO07320,97,4,3,4,769.63
2020-10-02,SO07517,465,1,3,1,2395.57
2020-10-02,SO07657,388,16,4,1,341.65
2020-10-02,SO07728,775,17,9,2,240.23
2020-10-02,SO08584,645,17,10,1,237.14
2020-10-02,SO11422,578,1,8,1,2362.39
2020-10-02,SO11642,898,17,3,5,240.01
2020-10-02,SO12234,622,9,4,1,25.45
2020-10-02,SO12835,422,3,1,2,3594.06
2020-10-02,SO13081,784,15,3,5,1389.27
2020-10-02,SO13675,632,3,10,2,3599.4
2020-10-02,SO14343,781,17,8,1,241.53
2020-10-03,SO03060,597,4,5,4,797.88
2020-10-03,SO03415,503,4,2,1,785.16
2020-10-03,SO03899,387,10,2,1,31.65
2020-10-03,SO05519,896,2,4,1,2272.12
2020-10-03,SO05994,465,19,3,5,1068.84
2020-10-03,SO07058,373,16,3,1,328.15
2020-10-03,SO07985,217,2,2,2,2311.24
2020-10-03,SO08311,850,4,8,1,789.61
2020-10-03,SO10240,332,12,5,5,54.38
2020-10-03,SO11067,729,17,3,1,233.4
2020-10-03,SO12253,899,9,1,1,24.67
2020-10-03,SO13734,648,9,5,1,24.55
2020-10-04,SO02723,931,10,1,1,33.52
2020-10-04,SO03061,928,10,8,2,31.63
2020-10-04,SO03494,923,9,3,3,24.89
2020-10-04,SO04260,646,16,7,3,344.94
2020-10-04,SO04970,781,4,1,2,780.9
2020-10-04,SO05298,255,15,10,2,1349.69
2020-10-04,SO08294,143,7,6,2,35.68
2020-10-04,SO08627,255,3,4,1,3542.26
2020-10-04,SO10937,743,17,1,1,241.79
2020-10-04,SO11858,531,4,8,1,788.32
2020-10-05,SO01457,46,6,7,1,757.4
2020-10-05,SO01895,868,9,8,5,24.99
2020-10-05,SO02079,154,3,5,1,3514.24
2020-10-05,SO03300,805,9,3,4,25.22
2020-10-05,SO04193,709,19,4,1,1105.3
2020-10-05,SO04392,445,16,4,1,332.32
2020-10-05,SO05395,714,15,10,1,1328.03
2020-10-05,SO05595,768,9,10,1,25.57
2020-10-05,SO05749,730,2,2,1,2371.84
2020-10-05,SO08086,794,15,6,2,1393.65
2020-10-05,SO09808,353,19,3,1,1090.6
2020-10-05,SO10017,739,10,5,2,31.88
2020-10-05,SO10102,862,6,1,1,752.54
2020-10-05,SO10748,695,4,4,5,805.37
2020-10-05,SO11651,644,20,3,1,2487.14
2020-10-05,SO13152,471,3,1,2,3622.16
2020-10-05,SO14971,422,13,10,1,59.93
2020-10-06,SO00101,687,11,8,1,61.85
2020-10-06,SO00242,510,16,9,2,340.8
2020-10-06,SO00514,917,8,3,1,34.59
2020-10-06,SO01898,75,14,7,4,70.17
2020-10-06,SO04268,926,8,3,1,34.79
2020-10-06,SO04543,132,13,2,2,58.31
2020-10-06,SO04630,202,16,10,2,332.45
2020-10-06,SO04736,393,9,9,1,24.52
2020-10-06,SO06110,288,18,8,1,208.09
2020-10-06,SO06215,465,3,10,1,3486.94
2020-10-06,SO07685,614,14,2,3,69.52
2020-10-06,SO10351,175,6,5,1,749.95
2020-10-06,SO10378,557,5,6,1,2350.9
2020-10-06,SO11026,619,16,1,2,328.23
2020-10-06,SO13468,497,10,2,1,33.35
2020-10-06,SO13906,210,13,4,2,58.88
2020-10-07,SO00632,750,9,2,5,25.45
2020-10-07,SO02263,342,10,6,1,31.95
2020-10-07,SO02788,327,2,5,2,2384.39
2020-10-07,SO03362,527,19,8,1,1076.24
2020-10-07,SO06121,918,2,1,1,2378.39
2020-10-07,SO07879,893,4,6,1,790.3
2020-10-07,SO09142,878,8,1,1,35.82
2020-10-07,SO09287,633,10,8,3,33.18
2020-10-07,SO10776,67,13,7,1,58.36
2020-10-07,SO10943,96,20,8,1,2388.28
2020-10-07,SO11163,429,12,5,3,54.48
2020-10-07,SO11903,193,18,5,2,198.1
2020-10-07,SO12217,900,20,10,1,2508.93
2020-10-07,SO12268,516,17,4,4,232.87
2020-10-07,SO12592,498,12,7,3,53.5
2020-10-07,SO13945,993,17,9,1,230.49
2020-10-07,SO14066,534,20,1,1,2472.0
2020-10-08,SO01211,25,4,3,1,768.28
2020-10-08,SO01230,346,16,2,2,346.84
2020-10-08,SO02006,964,11,9,2,62.61
2020-10-08,SO02771,82,7,8,3,34.55
2020-10-08,SO04130,503,9,7,1,25.09
2020-10-08,SO04836,227,19,2,1,1077.4
2020-10-08,SO04889,105,7,6,1,35.78
2020-10-08,SO04996,389,1,1,1,2348.99
2020-10-08,SO07234,729,20,7,3,2514.92
2020-10-08,SO07648,423,11,9,1,62.78
2020-10-08,SO09995,692,16,4,1,344.53
2020-10-08,SO14198,122,18,9,2,201.03
2020-10-08,SO14325,331,10,6,1,33.24
2020-10-09,SO03154,839,13,9,2,60.52
2020-10-09,SO03321,573,11,6,1,61.74
2020-10-09,SO03597,24,19,2,5,1099.39
2020-10-09,SO05910,642,5,8,1,2437.59
2020-10-09,SO07397,913,5,8,5,2315.91
2020-10-09,SO08688,163,9,7,1,25.72
2020-10-09,SO11535,999,15,9,1,1389.6
2020-10-09,SO11946,703,4,7,2,800.86
2020-10-09,SO12841,278,5,2,1,2355.94
2020-10-09,SO13773,364,20,7,1,2401.51
2020-10-09,SO14211,376,5,9,1,2374.92
2020-10-09,SO14446,248,10,3,1,33.33
2020-10-10,SO01676,975,19,9,4,1081.22
2020-10-10,SO01733,20,16,1,1,332.49
2020-10-10,SO01864,323,7,5,1,36.0
2020-10-10,SO03723,976,11,3,1,61.61
2020-10-10,SO03895,979,12,5,1,52.45
2020-10-10,SO04093,323,13,4,1,59.05
2020-10-10,SO04339,760,3,8,3,3620.82
2020-10-10,SO06830,54,9,6,2,24.71
2020-10-10,SO08119,939,8,6,1,34.77
2020-10-10,SO08488,801,19,8,4,1080.67
2020-10-10,SO10388,616,14,8,2,70.63
2020-10-10,SO13622,111,11,7,4,63.82
2020-10-10,SO13650,925,3,4,1,3634.64
2020-10-11,SO00076,895,19,3,1,1095.4
2020-10-11,SO00167,617,1,2,3,2353.51
2020-10-11,SO03129,28,5,5,1,2378.92
2020-10-11,SO03288,981,19,6,3,1070.33
2020-10-11,SO04735,801,19,3,1,1097.62
2020-10-11,SO05169,355,3,1,4,3492.01
2020-10-11,SO05448,576,3,6,1,3610.35
2020-10-11,SO05592,866,4,8,4,785.22
2020-10-11,SO06635,261,19,4,1,1053.61
2020-10-11,SO06998,712,10,5,3,31.72
2020-10-11,SO07009,522,11,7,2,65.18
2020-10-11,SO08324,895,8,9,2,35.95
2020-10-11,SO08775,623,12,8,4,53.39
2020-10-11,SO08941,433,9,6,2,24.54
2020-10-11,SO09961,267,19,9,1,1076.24
2020-10-11,SO10816,958,1,3,1,2325.4
2020-10-11,SO12903,567,14,7,1,68.07
2020-10-11,SO13228,715,1,3,4,2445.2
2020-10-11,SO13962,937,12,3,1,55.45
2020-10-11,SO14236,692,4,10,1,766.06
2020-10-11,SO14615,148,12,8,3,54.59
2020-10-12,SO00332,472,10,3,3,32.7
2020-10-12,SO00502,257,7,3,1,34.36
2020-10-12,SO01180,845,7,7,1,34.82
2020-10-12,SO01513,200,14,3,3,68.55
2020-10-12,SO01749,220,1,8,1,2379.45
2020-10-12,SO02426,719,18,6,1,197.66
2020-10-12,SO03126,397,17,4,1,229.23
2020-10-12,SO04020,478,17,4,5,240.81
2020-10-12,SO04211,961,3,3,4,3583.27
2020-10-12,SO04893,253,11,5,1,63.64
2020-10-12,SO05086,854,2,4,2,2382.43
2020-10-12,SO06074,153,18,3,1,207.85
2020-10-12,SO09692,244,4,1,2,776.58
2020-10-12,SO10740,344,13,3,1,59.83
2020-10-12,SO12020,528,3,10,2,3640.66
2020-10-12,SO12836,942,5,9,4,2400.02
2020-10-12,SO12876,364,20,6,1,2402.61
2020-10-13,SO00338,716,17,5,1,239.17
2020-10-13,SO00529,804,9,5,4,24.34
2020-10-13,SO01458,716,8,2,2,35.25
2020-10-13,SO02888,534,11,5,2,64.91
2020-10-13,SO03127,446,20,7,1,2499.31
2020-10-13,SO03395,704,7,5,2,35.96
2020-10-13,SO04669,777,2,7,4,2267.97
2020-10-13,SO04971,948,1,5,1,2421.72
2020-10-13,SO05120,447,19,5,1,1068.37
2020-10-13,SO06312,370,18,2,1,200.74
2020-10-13,SO07997,97,9,2,1,24.49
2020-10-13,SO08381,800,8,5,1,34.48
2020-10-13,SO08537,131,6,1,1,725.93
2020-10-13,SO09186,961,4,3,1,761.18
2020-10-13,SO11643,268,20,3,4,2461.1
2020-10-13,SO11707,443,7,9,1,34.05
2020-10-13,SO14273,747,11,4,2,65.23
2020-10-13,SO14365,411,9,3,2,24.9
2020-10-14,SO05876,410,20,3,4,2501.22
2020-10-14,SO06819,262,7,7,1,35.82
2020-10-14,SO07609,461,12,10,4,53.15
2020-10-14,SO08102,873,17,8,1,238.92
2020-10-14,SO08509,238,7,9,4,35.64
2020-10-14,SO09298,216,6,1,4,763.2
2020-10-14,SO09409,991,16,5,1,334.79
2020-10-14,SO10301,425,15,4,1,1388.68
2020-10-14,SO11052,832,3,6,1,3604.26
2020-10-14,SO11676,428,19,3,1,1069.97
2020-10-14,SO13500,372,11,7,2,61.99
2020-10-14,SO13687,358,3,4,4,3506.89
2020-10-14,SO14729,138,13,2,1,60.06
2020-10-15,SO02863,86,14,7,1,67.92
2020-10-15,SO06975,963,8,4,1,35.72
2020-10-15,SO07539,34,5,7,4,2331.57
2020-10-15,SO07722,302,12,8,3,54.5
2020-10-15,SO10204,154,9,1,1,24.59
2020-10-15,SO11427,515,13,10,1,59.8
2020-10-15,SO11700,707,8,2,3,35.47
2020-10-15,SO14733,757,11,8,1,61.78
2020-10-16,SO00130,129,7,2,1,35.09
2020-10-16,SO01111,532,8,8,3,34.81
2020-10-16,SO01966,379,15,6,2,1329.93
2020-10-16,SO02274,449,10,9,2,33.29
2020-10-16,SO03229,145,9,4,1,24.68
2020-10-16,SO04305,564,12,6,2,53.52
2020-10-16,SO05702,868,5,5,4,2423.23
2020-10-16,SO07624,458,1,5,1,2328.52
2020-10-16,SO08071,309,19,1,1,1108.79
2020-10-16,SO08337,178,2,10,2,2259.15
2020-10-16,SO08557,738,7,4,1,34.03
2020-10-16,SO10379,769,13,2,1,59.59
2020-10-16,SO10531,603,18,1,2,207.37
2020-10-16,SO10866,916,7,1,1,35.67
2020-10-16,SO13202,149,11,7,3,63.37
2020-10-16,SO13423,231,18,3,1,208.22
2020-10-16,SO14772,452,6,6,1,744.87
2020-10-17,SO00486,510,12,1,1,54.77
2020-10-17,SO00520,175,8,9,2,35.09
2020-10-17,SO00571,241,2,8,2,2313.55
2020-10-17,SO01579,759,15,8,2,1337.51
2020-10-17,SO02033,82,4,6,2,780.48
2020-10-17,SO02677,96,17,6,1,242.24
2020-10-17,SO02999,98,1,7,1,2349.27
2020-10-17,SO06144,406,10,7,1,32.49
2020-10-17,SO09321,308,16,8,2,343.31
2020-10-17,SO10433,468,3,4,1,3631.47
2020-10-17,SO10864,234,5,5,4,2331.3
2020-10-17,SO12271,21,18,4,2,208.0
2020-10-17,SO14417,287,4,8,2,799.56
2020-10-18,SO04112,912,14,10,1,71.87
2020-10-18,SO04304,872,17,6,4,240.81
2020-10-18,SO06662,596,3,2,2,3541.42
2020-10-18,SO07213,725,3,9,2,3553.16
2020-10-18,SO07967,528,4,8,1,805.57
2020-10-18,SO11666,259,13,1,1,61.4
2020-10-18,SO12948,34,4,6,2,800.55
2020-10-18,SO14040,61,10,3,3,32.6
2020-10-18,SO14140,316,9,9,1,25.17
2020-10-19,SO00090,66,15,7,2,1343.77
2020-10-19,SO00153,767,9,4,4,24.84
2020-10-19,SO00911,676,8,2,2,35.45
2020-10-19,SO01526,216,20,9,3,2412.62
2020-10-19,SO02692,167,10,6,1,32.79
2020-10-19,SO03141,1,8,5,3,34.66
2020-10-19,SO03924,744,10,8,1,32.7
2020-10-19,SO04062,896,15,5,1,1394.63
2020-10-19,SO05206,17,4,10,3,776.49
2020-10-19,SO07580,977,18,6,1,196.65
2020-10-19,SO13507,367,1,1,1,2319.09
2020-10-20,SO00223,209,18,2,2,199.52
2020-10-20,SO00334,751,13,1,2,59.72
2020-10-20,SO02266,507,15,3,1,1345.73
2020-10-20,SO03774,822,17,1,1,242.74
2020-10-20,SO05022,976,13,3,1,61.57
2020-10-20,SO07821,354,15,10,1,1348.91
2020-10-20,SO09404,125,16,5,1,334.16
2020-10-20,SO10711,148,2,2,4,2362.74
2020-10-20,SO10796,750,10,3,1,33.21
2020-10-20,SO11078,311,20,6,1,2513.96
2020-10-20,SO11223,372,1,5,2,2388.51
2020-10-20,SO14003,986,9,9,2,24.67
2020-10-21,SO01092,590,18,4,2,204.78
2020-10-21,SO01561,748,2,6,1,2289.34
2020-10-21,SO03182,198,8,8,2,35.79
2020-10-21,SO03840,753,2,7,1,2301.01
2020-10-21,SO05123,370,15,5,2,1335.17
2020-10-21,SO05571,281,17,6,3,233.27
2020-10-21,SO05674,320,12,4,5,53.65
2020-10-21,SO06549,960,7,2,5,36.03
2020-10-21,SO08257,339,15,10,1,1369.18
2020-10-21,SO09423,634,7,7,1,34.23
2020-10-21,SO09435,410,4,1,2,773.49
2020-10-21,SO09683,735,1,7,5,2446.61
2020-10-21,SO10677,68,17,6,2,242.51
2020-10-21,SO14063,889,10,2,2,31.73
2020-10-22,SO02379,186,11,4,4,62.62
2020-10-22,SO02903,670,8,8,1,35.25
2020-10-22,SO05717,118,17,3,2,239.19
2020-10-22,SO09417,778,10,1,1,33.35
2020-10-22,SO10179,775,4,1,1,799.68
2020-10-22,SO11450,695,8,8,4,33.96
2020-10-22,SO13320,523,12,9,4,54.6
2020-10-23,SO00036,244,2,9,3,2328.27
2020-10-23,SO00383,681,11,6,1,65.01
2020-10-23,SO01418,275,4,6,2,791.91
2020-10-23,SO01838,640,9,4,1,24.58
2020-10-23,SO03663,376,18,6,1,196.46
2020-10-23,SO03916,819,6,5,2,726.72
2020-10-23,SO04901,818,10,8,3,31.89
2020-10-23,SO06539,757,4,4,2,796.97
2020-10-23,SO09530,784,3,4,1,3570.68
2020-10-23,SO10000,102,3,5,1,3611.79
2020-10-23,SO10841,756,8,7,1,34.01
2020-10-23,SO11210,921,3,3,1,3650.19
2020-10-23,SO12036,386,13,2,5,58.95
2020-10-23,SO13417,917,4,8,1,772.61
2020-10-23,SO14137,484,20,3,1,2390.5
2020-10-23,SO14917,400,20,6,1,2402.14
2020-10-24,SO01179,350,20,9,2,2479.24
2020-10-24,SO01789,279,4,2,1,778.94
2020-10-24,SO02765,388,13,2,1,60.12
2020-10-24,SO03409,97,19,2,2,1058.63
2020-10-24,SO03906,159,11,8,3,64.0
2020-10-24,SO04174,755,15,10,1,1397.36
2020-10-24,SO05032,924,9,1,1,25.14
2020-10-24,SO05427,926,14,10,1,70.99
2020-10-24,SO05642,336,13,8,2,60.17
2020-10-24,SO06321,576,13,10,4,60.29
2020-10-24,SO06624,643,17,5,5,239.32
2020-10-24,SO07948,84,16,10,1,339.09
2020-10-24,SO08402,607,6,10,4,757.53
2020-10-24,SO09695,713,9,8,1,25.73
2020-10-24,SO10369,997,19,4,2,1056.07
2020-10-24,SO11347,606,8,3,4,34.69
2020-10-25,SO01174,753,11,6,1,63.81
2020-10-25,SO01227,379,2,5,1,2315.05
2020-10-25,SO01294,303,4,6,1,781.35
2020-10-25,SO02449,241,5,6,3,2428.66
2020-10-25,SO03078,460,6,2,1,737.44
2020-10-25,SO03104,228,4,10,2,793.27
2020-10-25,SO04008,332,7,9,1,35.06
2020-10-25,SO04771,465,9,6,1,24.46
2020-10-25,SO09535,750,18,6,1,200.91
2020-10-25,SO09939,375,17,8,2,240.39
2020-10-25,SO10413,200,17,10,1,231.04
2020-10-25,SO10490,737,17,10,1,236.41
2020-10-25,SO10554,534,1,5,1,2380.43
2020-10-25,SO10583,702,13,1,2,61.37
2020-10-25,SO12098,451,5,7,1,2391.65
2020-10-25,SO13040,918,2,8,1,2258.29
2020-10-25,SO13440,754,4,9,1,766.64
2020-10-25,SO13592,166,10,7,2,31.94
2020-10-25,SO13673,238,15,4,2,1400.02
2020-10-25,SO14803,786,7,5,1,35.7
2020-10-26,SO03578,542,1,4,2,2384.58
2020-10-26,SO04019,988,19,3,2,1112.02
2020-10-26,SO05218,827,7,3,1,35.48
2020-10-26,SO08192,912,13,1,1,58.36
2020-10-26,SO13463,551,10,10,1,33.03
2020-10-26,SO13840,192,17,1,2,234.2
2020-10-26,SO14629,597,17,8,1,239.42
2020-10-26,SO14659,416,19,9,2,1105.12
2020-10-27,SO01066,100,15,1,1,1354.75
2020-10-27,SO02920,569,19,3,1,1086.9
2020-10-27,SO03695,830,11,10,3,63.1
2020-10-27,SO04121,3,4,6,1,782.07
2020-10-27,SO04947,696,5,4,2,2363.66
2020-10-27,SO06446,19,20,2,1,2504.62
2020-10-27,SO12048,58,10,10,2,32.38
2020-10-27,SO12357,773,3,7,3,3626.22
2020-10-27,SO13581,144,17,5,4,234.19
2020-10-27,SO14945,800,15,5,2,1380.83
2020-10-28,SO01290,886,15,10,3,1384.9
2020-10-28,SO01547,605,13,6,2,58.72
2020-10-28,SO02942,240,15,2,2,1402.3
2020-10-28,SO03027,580,10,8,2,32.08
2020-10-28,SO03711,289,2,9,2,2322.24
2020-10-28,SO05327,532,3,8,2,3621.22
2020-10-28,SO08494,298,14,7,2,69.28
2020-10-28,SO08846,742,11,10,3,64.78
2020-10-28,SO08942,186,5,3,1,2386.08
2020-10-28,SO11083,176,14,4,1,67.98
2020-10-28,SO11275,36,20,1,1,2460.07
2020-10-28,SO12382,786,16,1,2,329.19
2020-10-28,SO13094,814,2,6,1,2283.7
2020-10-29,SO00201,974,13,7,2,58.8
2020-10-29,SO00323,458,13,8,3,58.6
2020-10-29,SO00384,886,16,6,1,346.73
2020-10-29,SO01129,641,15,7,2,1372.18
2020-10-29,SO01467,685,20,10,2,2412.15
2020-10-29,SO04470,872,20,4,2,2480.18
2020-10-29,SO05878,365,13,3,1,58.76
2020-10-29,SO09310,575,14,4,1,70.19
2020-10-29,SO10073,636,8,2,2,35.17
2020-10-29,SO10243,903,12,6,2,53.77
2020-10-29,SO10929,935,9,9,2,25.29
2020-10-29,SO11169,286,5,2,1,2380.31
2020-10-29,SO11471,667,19,4,1,1049.54
2020-10-29,SO12943,641,5,2,1,2451.9
2020-10-29,SO14154,115,6,7,3,745.78
2020-10-30,SO00303,96,16,8,1,330.85
2020-10-30,SO00611,507,19,4,4,1104.38
2020-10-30,SO01120,330,20,2,2,2437.88
2020-10-30,SO02399,368,1,6,1,2343.3
2020-10-30,SO02418,98,2,1,2,2287.56
